WSPD,WVHT,APD
9.3,3.18,7.20
8.6,3.14,6.98
9.1,3.03,7.05
9.3,2.99,6.76
9.9,2.86,6.63
9.4,2.84,6.83
10.0,2.89,6.94
9.3,2.66,6.47
8.4,2.90,6.85
8.6,2.65,6.63
7.4,2.54,6.64
6.9,2.52,6.57
6.3,2.51,6.87
6.3,2.56,6.95
5.2,2.25,6.57
5.3,2.23,6.75
6.4,2.23,6.66
6.6,2.30,6.91
6.5,2.15,6.84
7.0,2.09,6.59
7.5,2.07,6.52
7.4,2.28,6.80
6.6,2.12,6.76
7.5,2.00,6.48
6.8,2.09,6.75
8.3,1.99,6.56
8.2,2.09,6.47
7.3,1.99,6.14
7.0,1.95,6.26
7.1,1.97,6.50
5.8,1.95,6.41
4.2,1.96,6.82
6.4,1.75,6.34
6.4,1.90,6.69
5.8,1.89,6.43
6.0,1.88,6.62
6.0,1.91,6.59
5.8,1.68,6.29
6.6,1.67,6.30
6.2,1.80,6.54
5.8,1.76,6.53
6.3,1.91,6.73
6.4,1.70,6.46
5.9,1.71,6.32
6.8,1.70,6.29
8.0,1.67,6.36
8.2,1.55,5.92
8.9,1.64,5.82
8.7,1.65,5.76
8.3,1.60,5.66
8.6,1.69,5.87
9.9,1.72,5.53
10.2,1.79,5.59
10.8,1.80,5.55
11.0,99.00,99.00
11.4,99.00,99.00
12.0,2.02,5.22
12.9,2.08,5.48
9.6,2.12,5.32
11.2,2.15,5.34
9.3,2.22,5.47
11.3,2.16,5.52
11.6,2.07,5.29
11.7,2.24,5.34
10.8,2.14,5.43
9.2,2.12,5.31
9.4,1.99,5.39
9.5,1.94,5.34
8.4,1.85,5.38
10.3,1.76,5.18
8.0,1.87,5.43
7.6,1.80,5.24
7.5,1.66,5.27
7.9,1.71,5.22
6.5,1.71,5.36
4.1,1.61,5.36
4.3,1.59,5.64
4.7,1.64,5.77
6.8,1.95,6.41
6.8,2.01,6.45
6.9,2.16,6.53
5.3,2.22,6.43
5.4,2.30,6.48
5.4,2.16,6.36
5.8,2.27,6.42
4.9,1.93,6.10
5.3,1.85,6.11
4.2,1.88,6.17
3.8,1.74,6.14
5.1,1.78,6.20
5.6,1.90,6.38
5.9,1.87,6.24
5.1,1.70,6.14
4.2,1.78,6.20
4.9,1.61,6.15
4.8,1.53,6.11
4.1,1.49,5.93
4.2,1.57,6.11
4.6,1.53,5.96
4.8,1.46,6.09
4.4,1.44,6.12
5.0,1.45,6.14
6.1,1.41,6.02
6.2,1.36,5.76
5.8,1.48,5.82
5.8,1.40,5.89
5.7,1.31,5.41
6.0,1.27,5.55
5.2,1.26,5.52
4.7,1.27,5.63
4.9,1.23,5.70
4.6,1.19,5.56
4.3,1.14,5.50
5.9,1.12,5.62
5.6,1.15,5.45
5.0,1.20,5.59
5.6,1.17,5.44
6.7,1.13,5.24
5.7,1.08,5.05
4.7,1.11,5.40
5.7,1.09,5.38
6.1,1.11,5.42
5.6,1.16,5.46
6.2,1.16,5.50
4.8,1.13,5.25
4.7,1.15,5.60
5.1,1.17,5.73
6.0,1.16,5.66
5.8,1.10,5.48
5.7,1.20,5.81
5.1,1.15,5.58
5.3,1.02,5.57
4.9,1.09,5.87
5.0,1.01,5.62
4.7,1.01,5.74
4.7,0.98,5.90
4.6,0.92,5.67
5.0,0.95,5.79
4.5,0.97,5.78
4.8,0.98,5.80
5.2,0.98,5.71
5.7,0.90,5.44
5.5,0.91,5.43
5.2,0.89,5.49
5.6,0.91,5.37
5.0,0.90,5.31
4.3,0.96,5.58
4.1,0.88,5.28
5.8,0.95,5.47
6.8,1.03,5.43
6.6,0.98,5.12
6.7,0.99,4.98
7.2,1.04,5.06
6.8,1.09,5.02
7.3,1.05,4.90
7.3,1.09,4.90
7.6,1.10,4.73
7.8,1.13,4.62
8.4,1.14,4.63
8.3,1.19,4.55
8.3,1.24,4.63
9.3,1.28,4.60
9.4,1.21,4.60
9.9,1.28,4.69
10.3,1.25,4.60
10.7,1.45,4.72
10.7,1.52,4.75
10.7,1.61,4.81
10.1,1.63,4.81
10.1,1.80,4.90
9.3,1.72,4.93
11.0,1.72,4.93
9.4,1.62,4.91
10.1,1.78,5.09
10.3,1.65,4.88
10.8,1.75,5.01
10.1,1.87,5.10
9.9,1.79,5.08
9.1,1.83,5.25
8.0,1.81,5.44
8.1,1.85,5.39
