YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
2007,11,30,19,00,134,16.8,20.6,6.91,12.12,8.50,999,1003.7,7.9,5.5,999.0,99.0,99.00
2007,11,30,20,00,133,16.4,19.9,6.87,11.43,8.65,999,1003.6,7.6,5.5,999.0,99.0,99.00
2007,11,30,21,00,133,16.8,22.4,6.86,10.81,8.51,999,1003.2,7.7,5.5,999.0,99.0,99.00
2007,11,30,22,00,134,16.4,21.4,7.18,12.12,8.75,999,1002.9,7.5,5.5,999.0,99.0,99.00
2007,11,30,23,00,131,16.2,20.0,7.41,12.12,8.88,999,1002.4,7.5,5.5,999.0,99.0,99.00
2007,12,01,00,00,130,16.8,20.7,6.68,12.12,8.35,999,1001.8,7.7,5.5,999.0,99.0,99.00
2007,12,01,01,00,130,15.7,19.9,7.23,12.90,8.89,999,1001.7,7.3,5.5,999.0,99.0,99.00
2007,12,01,02,00,131,15.0,18.2,6.74,10.81,8.38,999,1002.0,7.3,5.5,999.0,99.0,99.00
2007,12,01,03,00,130,15.9,19.7,6.74,12.90,8.29,999,1001.7,7.3,5.5,999.0,99.0,99.00
2007,12,01,04,00,132,14.5,18.4,7.34,12.90,8.78,999,1002.0,7.2,5.5,999.0,99.0,99.00
2007,12,01,05,00,135,14.6,18.3,7.14,13.79,8.51,999,1002.2,7.2,5.5,999.0,99.0,99.00
2007,12,01,06,00,141,14.0,17.3,6.80,12.90,8.35,999,1002.7,7.2,5.5,999.0,99.0,99.00
2007,12,01,07,00,139,13.3,16.3,6.87,12.90,8.82,999,1003.0,7.1,5.5,999.0,99.0,99.00
2007,12,01,08,00,138,12.1,15.1,6.36,12.90,8.40,999,1003.7,7.0,5.5,999.0,99.0,99.00
2007,12,01,09,00,139,11.7,14.6,5.98,12.90,8.35,999,1004.0,6.9,5.4,999.0,99.0,99.00
2007,12,01,10,00,139,10.2,12.5,6.55,12.90,9.17,999,1004.3,6.7,5.4,999.0,99.0,99.00
2007,12,01,11,00,141,9.1,11.6,5.94,12.12,8.57,999,1004.4,6.6,5.5,999.0,99.0,99.00
2007,12,01,12,00,132,8.0,10.1,5.64,12.90,8.51,999,1004.3,6.4,5.5,999.0,99.0,99.00
2007,12,01,13,00,126,7.6,9.5,5.05,12.90,8.20,999,1004.4,6.3,5.5,999.0,99.0,99.00
2007,12,01,14,00,120,8.4,10.3,5.53,13.79,8.83,999,1004.3,6.2,5.5,999.0,99.0,99.00
2007,12,01,15,00,119,10.3,13.2,5.36,12.90,8.50,999,1003.8,6.2,5.5,999.0,99.0,99.00
2007,12,01,16,00,118,10.6,13.7,5.41,12.90,8.66,999,1003.3,6.3,5.5,999.0,99.0,99.00
2007,12,01,17,00,118,11.7,15.2,5.92,12.90,8.62,999,1003.3,6.3,5.5,999.0,99.0,99.00
2007,12,01,18,00,114,12.6,15.7,4.87,11.43,7.52,999,1003.1,6.2,5.5,999.0,99.0,99.00
2007,12,01,19,00,113,12.8,15.5,5.14,12.12,7.70,999,1003.0,6.1,5.5,999.0,99.0,99.00
2007,12,01,20,00,112,12.6,16.9,5.12,12.90,7.75,999,1003.1,6.0,5.5,999.0,99.0,99.00
2007,12,01,21,00,113,14.1,18.0,5.26,10.00,7.46,999,1003.1,5.9,5.5,999.0,99.0,99.00
2007,12,01,22,00,109,14.5,17.9,6.28,9.09,7.99,999,1002.7,5.8,5.4,999.0,99.0,99.00
2007,12,01,23,00,111,14.3,17.8,5.67,10.00,7.75,999,1002.6,5.7,5.4,999.0,99.0,99.00
2007,12,02,00,00,105,15.6,21.0,6.39,10.00,8.18,999,1002.1,5.3,5.4,999.0,99.0,99.00
2007,12,02,01,00,106,15.1,18.4,5.37,10.81,7.40,999,1002.1,5.3,5.4,999.0,99.0,99.00
2007,12,02,02,00,108,14.4,18.5,6.25,11.43,8.24,999,1002.3,5.3,5.4,999.0,99.0,99.00
2007,12,02,03,00,107,15.0,18.8,5.49,10.00,7.65,999,1002.5,5.3,5.4,999.0,99.0,99.00
2007,12,02,04,00,111,14.9,17.9,6.15,10.81,8.10,999,1002.6,5.2,5.4,999.0,99.0,99.00
2007,12,02,05,00,109,13.7,17.1,5.87,10.00,8.11,999,1002.6,5.1,5.4,999.0,99.0,99.00
2007,12,02,06,00,110,14.1,18.2,5.56,10.81,7.78,999,1002.6,5.2,5.4,999.0,99.0,99.00
2007,12,02,07,00,113,12.5,15.6,5.79,10.81,8.07,999,1002.6,5.0,5.4,999.0,99.0,99.00
2007,12,02,08,00,102,13.9,18.1,5.59,10.81,7.87,999,1002.4,5.1,5.4,999.0,99.0,99.00
2007,12,02,09,00,113,13.8,17.5,5.86,12.90,8.09,999,1002.3,5.3,5.4,999.0,99.0,99.00
2007,12,02,10,00,105,13.7,17.1,5.97,12.12,7.96,999,1002.1,5.2,5.4,999.0,99.0,99.00
2007,12,02,11,00,104,12.3,15.0,6.21,11.43,8.22,999,1002.0,5.2,5.4,999.0,99.0,99.00
2007,12,02,12,00,112,11.1,14.9,6.15,12.90,8.44,999,1001.8,5.2,5.4,999.0,99.0,99.00
2007,12,02,13,00,104,12.1,14.9,5.47,11.43,7.92,999,1001.8,5.0,5.4,999.0,99.0,99.00
2007,12,02,14,00,111,10.6,13.5,5.09,11.43,7.70,999,1001.4,5.0,5.4,999.0,99.0,99.00
2007,12,02,15,00,119,8.5,10.7,5.49,11.43,8.04,999,1000.9,5.0,5.4,999.0,99.0,99.00
2007,12,02,16,00,109,8.5,11.0,4.47,12.12,7.70,999,1000.2,4.9,5.4,999.0,99.0,99.00
2007,12,02,17,00,107,7.5,9.5,5.02,10.81,8.37,999,999.7,4.8,5.4,999.0,99.0,99.00
2007,12,02,18,00,133,8.0,10.3,4.72,12.12,8.27,999,999.0,4.2,5.3,999.0,99.0,99.00
2007,12,02,19,00,110,6.2,8.2,4.75,12.12,8.41,999,998.6,4.5,5.3,999.0,99.0,99.00
2007,12,02,20,00,101,5.8,7.2,4.43,12.12,8.48,999,998.0,4.4,5.3,999.0,99.0,99.00
2007,12,02,21,00,115,5.0,6.6,4.32,12.12,8.36,999,997.7,3.7,5.3,999.0,99.0,99.00
2007,12,02,22,00,87,2.9,4.6,4.38,10.81,8.07,999,996.5,4.0,5.3,999.0,99.0,99.00
2007,12,02,23,00,90,3.6,5.4,4.36,10.81,8.13,999,995.4,3.6,5.3,999.0,99.0,99.00
2007,12,03,00,00,79,3.1,4.3,4.04,11.43,7.93,999,994.3,3.4,5.3,999.0,99.0,99.00
2007,12,03,01,00,72,2.3,3.5,4.33,11.43,8.28,999,993.5,3.6,5.4,999.0,99.0,99.00
2007,12,03,02,00,90,1.7,3.1,3.77,10.81,7.71,999,992.7,3.6,5.4,999.0,99.0,99.00
2007,12,03,03,00,166,0.9,2.6,4.08,11.43,8.29,999,992.1,3.5,5.4,999.0,99.0,99.00
2007,12,03,04,00,69,1.3,3.5,3.71,11.43,7.75,999,991.5,2.0,5.3,999.0,99.0,99.00
2007,12,03,05,00,129,1.7,3.1,3.28,10.81,7.51,999,990.8,1.3,5.3,999.0,99.0,99.00
2007,12,03,06,00,232,2.7,5.0,3.45,10.00,7.98,999,990.0,2.3,5.3,999.0,99.0,99.00
2007,12,03,07,00,221,4.9,5.9,3.22,11.43,7.98,999,989.3,2.0,5.3,999.0,99.0,99.00
2007,12,03,08,00,268,0.5,2.0,3.40,10.81,8.42,999,988.5,1.6,5.3,999.0,99.0,99.00
2007,12,03,09,00,224,4.7,5.7,3.27,11.43,8.32,999,987.7,1.7,5.2,999.0,99.0,99.00
2007,12,03,10,00,214,0.9,2.1,2.92,10.00,7.84,999,986.9,2.0,5.2,999.0,99.0,99.00
2007,12,03,11,00,282,3.1,4.2,3.12,10.81,7.86,999,986.4,1.4,5.2,999.0,99.0,99.00
2007,12,03,12,00,220,4.1,5.2,3.03,10.00,7.45,999,985.6,1.7,5.2,999.0,99.0,99.00
2007,12,03,13,00,234,3.9,5.7,2.77,10.81,7.64,999,985.0,2.6,5.3,999.0,99.0,99.00
2007,12,03,14,00,206,2.8,3.8,99.00,99.00,99.00,999,984.1,1.8,5.3,999.0,99.0,99.00
2007,12,03,15,00,229,7.9,10.3,2.88,11.43,7.74,999,983.2,2.6,5.3,999.0,99.0,99.00
2007,12,03,16,00,218,6.8,8.0,2.59,10.81,7.22,999,982.5,2.2,5.3,999.0,99.0,99.00
2007,12,03,17,00,240,4.2,5.5,2.65,10.81,7.42,999,981.9,3.0,5.3,999.0,99.0,99.00
2007,12,03,18,00,233,7.1,9.5,2.44,10.81,6.63,999,981.6,1.8,5.3,999.0,99.0,99.00
2007,12,03,19,00,204,11.3,13.7,2.69,10.81,6.10,999,980.9,4.6,5.3,999.0,99.0,99.00
2007,12,03,20,00,198,11.9,13.7,2.80,10.00,5.69,999,980.6,4.3,5.3,999.0,99.0,99.00
2007,12,03,21,00,193,12.3,15.3,2.85,10.81,5.74,999,980.4,3.6,5.3,999.0,99.0,99.00
2007,12,03,22,00,188,13.0,15.6,3.04,10.81,5.52,999,979.3,3.9,5.3,999.0,99.0,99.00
2007,12,03,23,00,199,13.2,15.3,3.35,11.43,6.07,999,978.7,2.9,5.3,999.0,99.0,99.00
2007,12,04,00,00,201,12.6,15.1,3.68,10.00,6.32,999,978.1,3.5,5.3,999.0,99.0,99.00
2007,12,04,01,00,203,9.8,11.8,3.57,10.00,6.55,999,977.9,1.9,5.3,999.0,99.0,99.00
2007,12,04,02,00,195,10.5,13.2,3.76,10.00,7.01,999,976.9,3.9,5.3,999.0,99.0,99.00
2007,12,04,03,00,227,11.4,14.2,3.74,8.33,6.81,999,976.6,4.4,5.3,999.0,99.0,99.00
2007,12,04,04,00,225,11.3,14.4,3.85,8.33,6.82,999,976.9,4.2,5.3,999.0,99.0,99.00
2007,12,04,05,00,240,12.6,16.5,3.83,7.69,6.60,999,977.4,4.2,5.3,999.0,99.0,99.00
2007,12,04,06,00,243,11.5,15.9,4.24,8.33,6.96,999,978.8,4.0,5.3,999.0,99.0,99.00
2007,12,04,07,00,253,11.5,15.3,3.87,10.81,6.70,999,980.3,4.6,5.3,999.0,99.0,99.00
2007,12,04,08,00,260,10.9,13.7,3.99,7.69,6.80,999,981.8,4.4,5.3,999.0,99.0,99.00
2007,12,04,09,00,247,10.7,13.2,3.68,11.43,6.70,999,983.3,4.7,5.3,999.0,99.0,99.00
2007,12,04,10,00,249,10.3,12.7,4.12,8.33,7.08,999,985.1,4.7,5.2,999.0,99.0,99.00
2007,12,04,11,00,268,10.2,12.9,3.53,8.33,6.68,999,986.5,4.2,5.3,999.0,99.0,99.00
2007,12,04,12,00,256,9.5,11.4,3.78,7.69,6.78,999,988.0,4.7,5.3,999.0,99.0,99.00
2007,12,04,13,00,259,8.5,10.4,3.85,11.43,7.06,999,989.5,4.4,5.3,999.0,99.0,99.00
2007,12,04,14,00,265,6.9,8.6,3.87,10.81,7.18,999,990.8,4.8,5.3,999.0,99.0,99.00
2007,12,04,15,00,255,7.0,8.6,3.70,10.00,7.01,999,992.2,4.8,5.2,999.0,99.0,99.00
2007,12,04,16,00,248,6.7,9.2,3.56,10.00,7.10,999,993.4,4.9,5.2,999.0,99.0,99.00
2007,12,04,17,00,244,6.8,8.4,3.35,11.43,7.27,999,994.9,4.7,5.3,999.0,99.0,99.00
2007,12,04,18,00,239,6.1,8.0,3.19,10.81,7.08,999,996.5,4.5,5.2,999.0,99.0,99.00
2007,12,04,19,00,232,6.0,7.8,3.20,11.43,7.12,999,998.3,4.7,5.2,999.0,99.0,99.00
2007,12,04,20,00,259,7.7,9.1,3.10,12.12,7.25,999,1000.0,5.0,5.2,999.0,99.0,99.00
2007,12,04,21,00,244,7.3,9.5,3.34,12.12,7.44,999,1001.5,5.2,5.3,999.0,99.0,99.00
2007,12,04,22,00,246,7.7,9.5,3.73,9.09,7.94,999,1002.5,5.1,5.3,999.0,99.0,99.00
2007,12,04,23,00,251,6.7,8.3,3.21,10.81,7.45,999,1003.8,5.1,5.3,999.0,99.0,99.00
2007,12,05,00,00,248,5.3,6.7,3.43,10.81,7.73,999,1005.1,5.4,5.3,999.0,99.0,99.00
2007,12,05,01,00,230,4.8,6.1,3.20,12.12,7.83,999,1006.1,5.4,5.3,999.0,99.0,99.00
2007,12,05,02,00,235,6.4,8.2,2.88,10.00,7.08,999,1007.6,5.5,5.3,999.0,99.0,99.00
2007,12,05,03,00,241,5.4,6.6,3.34,10.81,7.70,999,1008.8,5.2,5.3,999.0,99.0,99.00
2007,12,05,04,00,244,6.2,8.1,3.20,10.81,7.61,999,1010.2,5.3,5.3,999.0,99.0,99.00
2007,12,05,05,00,248,5.8,7.0,3.15,10.00,7.59,999,1011.2,5.2,5.2,999.0,99.0,99.00
2007,12,05,06,00,252,5.9,7.9,3.28,10.00,7.61,999,1012.5,5.2,5.2,999.0,99.0,99.00
2007,12,05,07,00,254,5.1,7.2,3.43,10.81,8.08,999,1013.9,5.1,5.2,999.0,99.0,99.00
2007,12,05,08,00,257,5.5,7.3,3.68,13.79,8.23,999,1015.1,5.2,5.2,999.0,99.0,99.00
2007,12,05,09,00,253,5.4,7.0,3.73,10.81,8.51,999,1016.1,5.2,5.2,999.0,99.0,99.00
2007,12,05,10,00,245,4.9,6.4,3.47,13.79,8.44,999,1017.3,5.2,5.2,999.0,99.0,99.00
2007,12,05,11,00,249,5.3,6.8,3.32,12.90,8.62,999,1018.2,5.2,5.2,999.0,99.0,99.00
2007,12,05,12,00,250,5.3,6.7,3.20,12.90,8.71,999,1018.9,5.2,5.2,999.0,99.0,99.00
2007,12,05,13,00,232,4.6,5.4,3.22,12.90,8.66,999,1019.4,5.1,5.2,999.0,99.0,99.00
2007,12,05,14,00,235,4.5,5.7,3.58,11.43,8.81,999,1019.9,5.1,5.2,999.0,99.0,99.00
2007,12,05,15,00,216,4.5,5.8,3.42,11.43,8.46,999,1019.8,5.1,5.2,999.0,99.0,99.00
2007,12,05,16,00,222,5.3,6.6,3.37,10.00,8.14,999,1020.4,5.1,5.2,999.0,99.0,99.00
2007,12,05,17,00,215,6.6,8.0,3.50,10.81,8.17,999,1020.8,5.1,5.2,999.0,99.0,99.00
2007,12,05,18,00,202,6.4,7.7,3.44,12.90,8.12,999,1020.8,5.1,5.2,999.0,99.0,99.00
2007,12,05,19,00,202,7.2,9.3,3.76,10.81,8.08,999,1021.2,5.2,5.3,999.0,99.0,99.00
2007,12,05,20,00,198,8.1,9.4,3.42,12.90,7.77,999,1021.1,5.3,5.3,999.0,99.0,99.00
2007,12,05,21,00,193,8.9,10.8,3.18,11.43,7.25,999,1021.1,5.4,5.3,999.0,99.0,99.00
2007,12,05,22,00,199,10.7,13.0,3.19,12.90,7.17,999,1020.8,5.5,5.3,999.0,99.0,99.00
2007,12,05,23,00,191,11.1,13.1,3.41,10.00,7.10,999,1020.1,5.6,5.3,999.0,99.0,99.00
2007,12,06,00,00,193,10.5,12.5,3.53,12.12,7.12,999,1020.4,5.5,5.3,999.0,99.0,99.00
2007,12,06,01,00,186,9.9,12.7,3.66,11.43,7.27,999,1019.3,5.5,5.3,999.0,99.0,99.00
2007,12,06,02,00,181,11.4,13.8,3.55,12.12,7.03,999,1018.1,5.6,5.3,999.0,99.0,99.00
2007,12,06,03,00,182,12.5,15.4,3.64,11.43,6.79,999,1018.0,5.7,5.3,999.0,99.0,99.00
2007,12,06,04,00,178,13.0,15.1,3.84,11.43,6.90,999,1017.4,5.7,5.2,999.0,99.0,99.00
2007,12,06,05,00,178,13.4,16.4,3.79,11.43,6.37,999,1016.9,5.8,5.3,999.0,99.0,99.00
2007,12,06,06,00,176,13.7,16.5,3.88,11.43,6.50,999,1015.8,5.8,5.3,999.0,99.0,99.00
2007,12,06,07,00,173,13.9,18.2,3.79,9.09,6.23,999,1014.8,5.7,5.3,999.0,99.0,99.00
2007,12,06,08,00,173,14.8,17.5,3.95,7.14,6.28,999,1014.0,5.6,5.3,999.0,99.0,99.00
2007,12,06,09,00,179,14.8,18.6,4.17,7.14,6.46,999,1013.3,5.6,5.3,999.0,99.0,99.00
2007,12,06,10,00,177,15.6,19.0,4.75,7.69,6.71,999,1012.0,5.7,5.3,999.0,99.0,99.00
2007,12,06,11,00,180,14.4,18.9,4.69,10.81,6.78,999,1011.1,5.9,5.2,999.0,99.0,99.00
2007,12,06,12,00,183,14.8,18.5,4.86,9.09,7.04,999,1009.9,6.3,5.2,999.0,99.0,99.00
2007,12,06,13,00,179,14.8,18.4,5.38,10.00,7.48,999,1009.0,6.1,5.3,999.0,99.0,99.00
2007,12,06,14,00,181,15.0,18.7,5.86,9.09,7.72,999,1008.0,6.2,5.3,999.0,99.0,99.00
2007,12,06,15,00,184,14.6,17.7,5.43,11.43,7.81,999,1007.2,6.4,5.2,999.0,99.0,99.00
2007,12,06,16,00,203,11.0,13.5,5.26,10.81,7.55,999,1007.7,6.3,5.2,999.0,99.0,99.00
2007,12,06,17,00,301,9.0,10.9,4.87,11.43,7.79,999,1010.2,5.4,5.2,999.0,99.0,99.00
2007,12,06,18,00,276,8.9,11.3,5.11,12.12,8.26,999,1012.5,5.3,5.2,999.0,99.0,99.00
2007,12,06,19,00,266,8.7,11.0,5.01,11.43,8.22,999,1014.1,5.4,5.2,999.0,99.0,99.00
2007,12,06,20,00,271,9.5,11.6,4.46,12.12,8.33,999,1016.1,5.6,5.2,999.0,99.0,99.00
2007,12,06,21,00,260,9.3,12.3,4.69,12.12,8.19,999,1017.8,5.7,5.2,999.0,99.0,99.00
2007,12,06,22,00,265,8.9,11.8,4.58,10.81,7.95,999,1018.8,5.4,5.2,999.0,99.0,99.00
2007,12,06,23,00,261,8.1,10.2,4.86,11.43,8.45,999,1019.5,5.3,5.2,999.0,99.0,99.00
2007,12,07,00,00,248,7.8,9.8,5.24,12.12,8.85,999,1020.1,5.4,5.2,999.0,99.0,99.00
2007,12,07,01,00,250,5.2,7.5,5.40,11.43,9.43,999,1020.3,5.2,5.2,999.0,99.0,99.00
2007,12,07,02,00,232,6.8,8.5,5.28,11.43,9.08,999,1021.7,5.3,5.2,999.0,99.0,99.00
2007,12,07,03,00,216,5.6,7.2,5.63,11.43,9.03,999,1021.7,5.3,5.2,999.0,99.0,99.00
2007,12,07,04,00,199,5.7,7.2,5.59,12.90,9.05,999,1022.0,5.4,5.2,999.0,99.0,99.00
2007,12,07,05,00,181,5.9,7.5,5.47,11.43,8.84,999,1021.9,5.4,5.2,999.0,99.0,99.00
2007,12,07,06,00,162,5.6,7.0,4.95,12.12,8.95,999,1021.1,5.5,5.2,999.0,99.0,99.00
2007,12,07,07,00,163,7.3,9.3,4.61,14.81,8.46,999,1021.4,5.6,5.2,999.0,99.0,99.00
2007,12,07,08,00,154,8.3,9.6,4.44,12.12,8.60,999,1020.2,5.7,5.2,999.0,99.0,99.00
2007,12,07,09,00,145,10.3,12.9,4.35,14.81,8.22,999,1018.6,5.6,5.2,999.0,99.0,99.00
2007,12,07,10,00,151,12.2,15.1,4.05,13.79,7.98,999,1017.7,6.0,5.2,999.0,99.0,99.00
2007,12,07,11,00,152,13.3,17.1,4.17,16.00,7.75,999,1016.4,6.1,5.2,999.0,99.0,99.00
2007,12,07,12,00,166,12.7,15.3,4.60,13.79,7.75,999,1015.6,6.2,5.2,999.0,99.0,99.00
2007,12,07,13,00,161,12.7,15.8,4.31,16.00,7.55,999,1014.4,6.6,5.2,999.0,99.0,99.00
2007,12,07,14,00,159,13.6,15.6,4.63,12.90,7.45,999,1012.5,6.6,5.2,999.0,99.0,99.00
2007,12,07,15,00,158,14.0,17.2,4.58,12.12,7.13,999,1011.2,6.6,5.2,999.0,99.0,99.00
2007,12,07,16,00,163,14.4,17.1,4.97,11.43,7.25,999,1009.8,6.5,5.2,999.0,99.0,99.00
2007,12,07,17,00,163,15.5,19.8,5.15,11.43,7.36,999,1007.9,6.6,5.2,999.0,99.0,99.00
2007,12,07,18,00,168,17.0,21.3,4.89,9.09,6.97,999,1006.3,6.8,5.2,999.0,99.0,99.00
2007,12,07,19,00,172,18.2,22.5,5.59,8.33,7.46,999,1005.1,7.1,5.2,999.0,99.0,99.00
2007,12,07,20,00,179,19.1,25.1,6.17,8.33,7.51,999,1004.3,7.4,5.2,999.0,99.0,99.00
2007,12,07,21,00,198,18.0,22.5,6.71,10.00,7.93,999,1005.1,7.0,5.3,999.0,99.0,99.00
2007,12,07,22,00,204,17.2,21.0,6.21,12.12,7.79,999,1005.6,6.4,5.3,999.0,99.0,99.00
2007,12,07,23,00,215,16.4,20.8,7.06,10.81,8.36,999,1006.6,6.1,5.3,999.0,99.0,99.00
2007,12,08,00,00,219,14.2,17.6,7.17,12.90,8.63,999,1007.8,5.8,5.2,999.0,99.0,99.00
2007,12,08,01,00,223,13.7,18.3,6.74,13.79,8.73,999,1008.7,5.6,5.2,999.0,99.0,99.00
2007,12,08,02,00,230,12.3,15.2,6.25,13.79,8.58,999,1009.8,5.3,5.1,999.0,99.0,99.00
2007,12,08,03,00,225,10.5,13.8,5.52,13.79,8.36,999,1010.7,4.9,5.1,999.0,99.0,99.00
2007,12,08,04,00,214,9.3,11.8,6.13,13.79,9.03,999,1011.1,4.7,5.1,999.0,99.0,99.00
2007,12,08,05,00,209,8.6,10.9,5.90,13.79,8.79,999,1011.2,4.5,5.1,999.0,99.0,99.00
2007,12,08,06,00,211,7.6,9.9,4.82,13.79,8.10,999,1011.1,4.4,5.1,999.0,99.0,99.00
2007,12,08,07,00,218,7.8,10.0,5.07,13.79,8.08,999,1010.9,4.4,5.1,999.0,99.0,99.00
2007,12,08,08,00,208,7.2,9.1,4.90,13.79,8.29,999,1010.6,4.3,5.1,999.0,99.0,99.00
2007,12,08,09,00,220,7.3,9.4,4.88,11.43,7.99,999,1010.5,4.2,5.1,999.0,99.0,99.00
2007,12,08,10,00,227,6.9,9.2,4.94,12.90,8.18,999,1010.5,4.1,5.2,999.0,99.0,99.00
2007,12,08,11,00,230,8.3,10.3,4.56,12.90,7.94,999,1010.5,4.5,5.2,999.0,99.0,99.00
2007,12,08,12,00,226,8.6,10.4,4.31,12.12,7.71,999,1010.3,4.9,5.2,999.0,99.0,99.00
2007,12,08,13,00,221,8.5,10.1,3.99,12.12,7.51,999,1010.3,5.1,5.3,999.0,99.0,99.00
2007,12,08,14,00,221,10.7,13.3,3.80,12.12,7.40,999,1010.4,5.1,5.3,999.0,99.0,99.00
2007,12,08,15,00,224,11.0,13.0,3.71,12.90,7.35,999,1010.8,5.1,5.3,999.0,99.0,99.00
2007,12,08,16,00,254,10.9,13.8,3.35,12.90,6.91,999,1011.1,5.4,5.3,999.0,99.0,99.00
2007,12,08,17,00,256,10.3,13.3,3.79,12.12,7.01,999,1012.3,5.3,5.2,999.0,99.0,99.00
2007,12,08,18,00,258,10.7,13.8,3.73,12.12,7.11,999,1013.4,5.1,5.2,999.0,99.0,99.00
2007,12,08,19,00,260,9.6,11.7,3.52,12.12,6.84,999,1014.7,5.1,5.1,999.0,99.0,99.00
2007,12,08,20,00,248,9.0,11.4,3.60,12.12,7.27,999,1015.8,5.2,5.1,999.0,99.0,99.00
2007,12,08,21,00,248,9.0,10.7,3.50,11.43,7.04,999,1016.7,5.4,5.1,999.0,99.0,99.00
2007,12,08,22,00,240,8.7,10.7,3.25,11.43,6.70,999,1016.7,5.4,5.1,999.0,99.0,99.00
2007,12,08,23,00,241,8.0,10.2,3.48,11.43,6.89,999,1017.6,5.5,5.1,999.0,99.0,99.00
2007,12,09,00,00,233,8.3,9.9,3.58,11.43,6.91,999,1018.1,5.6,5.1,999.0,99.0,99.00
2007,12,09,01,00,218,7.0,8.9,3.21,11.43,6.78,999,1018.0,5.5,5.2,999.0,99.0,99.00
2007,12,09,02,00,211,7.4,9.3,3.03,10.81,6.86,999,1018.6,5.4,5.3,999.0,99.0,99.00
2007,12,09,03,00,205,7.7,9.3,3.30,9.09,6.87,999,1018.9,5.4,5.3,999.0,99.0,99.00
2007,12,09,04,00,200,6.8,8.4,3.08,7.69,6.72,999,1018.9,5.4,5.3,999.0,99.0,99.00
2007,12,09,05,00,191,8.1,9.7,3.35,10.81,7.24,999,1019.0,5.4,5.3,999.0,99.0,99.00
2007,12,09,06,00,180,8.8,10.5,3.05,10.00,6.96,999,1018.5,5.4,5.2,999.0,99.0,99.00
2007,12,09,07,00,180,10.3,12.2,3.45,11.43,7.06,999,1018.6,5.3,5.2,999.0,99.0,99.00
2007,12,09,08,00,171,9.6,12.5,3.02,11.43,6.85,999,1018.2,5.3,5.1,999.0,99.0,99.00
2007,12,09,09,00,169,11.5,14.4,3.64,13.79,7.28,999,1017.7,5.4,5.1,999.0,99.0,99.00
2007,12,09,10,00,173,11.3,14.3,4.26,11.43,7.72,999,1017.6,5.4,5.1,999.0,99.0,99.00
2007,12,09,11,00,173,11.6,14.1,3.93,12.90,7.15,999,1017.0,5.4,5.1,999.0,99.0,99.00
2007,12,09,12,00,180,12.1,14.7,3.77,12.12,6.84,999,1016.8,5.3,5.1,999.0,99.0,99.00
2007,12,09,13,00,187,11.2,13.5,3.82,12.12,6.90,999,1016.6,5.5,5.2,999.0,99.0,99.00
2007,12,09,14,00,178,11.9,14.4,3.91,12.12,6.93,999,1015.8,5.5,5.2,999.0,99.0,99.00
2007,12,09,15,00,171,10.9,13.4,3.95,12.12,6.96,999,1015.0,5.4,5.2,999.0,99.0,99.00
2007,12,09,16,00,172,10.8,12.9,4.20,12.12,7.06,999,1014.5,5.1,5.3,999.0,99.0,99.00
2007,12,09,17,00,165,9.9,12.1,4.22,12.90,7.25,999,1013.9,5.2,5.3,999.0,99.0,99.00
2007,12,09,18,00,153,10.4,13.0,4.22,10.81,7.35,999,1013.0,5.2,5.3,999.0,99.0,99.00
2007,12,09,19,00,142,9.8,11.6,3.95,12.12,7.29,999,1011.9,5.3,5.2,999.0,99.0,99.00
2007,12,09,20,00,137,10.1,12.6,3.86,12.12,7.29,999,1011.0,5.4,5.2,999.0,99.0,99.00
2007,12,09,21,00,135,10.8,13.4,3.63,11.43,7.08,999,1009.8,5.5,5.2,999.0,99.0,99.00
2007,12,09,22,00,128,9.6,11.9,3.84,11.43,7.01,999,1008.2,5.4,5.2,999.0,99.0,99.00
2007,12,09,23,00,121,9.4,11.3,3.64,12.12,7.13,999,1006.3,5.3,5.1,999.0,99.0,99.00
2007,12,10,00,00,111,8.1,10.4,3.37,10.81,7.02,999,1004.0,5.1,5.2,999.0,99.0,99.00
2007,12,10,01,00,87,8.7,10.7,3.43,12.12,7.25,999,1001.5,5.1,5.2,999.0,99.0,99.00
2007,12,10,02,00,44,9.6,12.3,3.58,11.43,7.28,999,997.9,5.2,5.2,999.0,99.0,99.00
2007,12,10,03,00,39,11.8,15.1,3.58,10.00,7.15,999,993.6,5.4,5.2,999.0,99.0,99.00
2007,12,10,04,00,40,12.0,16.4,3.66,12.90,6.98,999,990.2,5.3,5.2,999.0,99.0,99.00
2007,12,10,05,00,32,11.1,13.2,4.10,11.43,7.04,999,987.1,5.3,5.2,999.0,99.0,99.00
2007,12,10,06,00,15,8.4,10.5,3.92,11.43,7.11,999,985.0,5.3,5.2,999.0,99.0,99.00
2007,12,10,07,00,333,8.4,10.6,4.24,12.90,7.34,999,983.4,5.2,5.3,999.0,99.0,99.00
2007,12,10,08,00,322,10.7,13.5,4.10,12.12,7.14,999,983.0,5.0,5.3,999.0,99.0,99.00
2007,12,10,09,00,300,11.6,15.3,4.33,8.33,7.39,999,985.0,4.8,5.3,999.0,99.0,99.00
2007,12,10,10,00,284,13.4,17.4,4.19,9.09,7.07,999,986.6,3.9,5.3,999.0,99.0,99.00
2007,12,10,11,00,278,13.0,16.1,4.23,10.00,7.00,999,988.1,4.2,5.3,999.0,99.0,99.00
